name,calories,carbs,fat,category
Broccoli & Cheese Soup,466,17,39,Soups
Grilled Salmon,291,0,17,Seafood
Petite Sirloin*,382,3,22,Entrees
Jumbo Shrimp Skewer add-on - 1 skewer,81,0,6,Entrees
Spaghetti Squash Marinara,257,29,12,Entrees
Classic Cheeseburger*,947,58,61,Burgers
Turkey Burger,801,56,48,Burgers
French Fries,396,55,18,Sides
Spinach Artichoke Dip,1239,107,77,Appetizers
Kid Chicken Breast,282,19,11,Kid's Meals
Kid Side of White Cheddar Mashed Potatoes,112,11,7,Kid's Meals
Steak* & Eggs,1100,7,39,Breakfast
Sunrise Quesadilla - California Club,1787,50,123,Breakfast
Handcrafted Fruit Tea - Blackberry,142,10,2,Drinks
Red Velvet Cupcake,285,45,11,Desserts
Tiramisu,545,66,29,Desserts
Handcrafted Fruit Tea - Peach,137,9,2,Drinks
Kid Pasta Marinara (with linguini),405,72,7,Kid's Meals
Grilled Salmon - F&T,386,9,22,Seafood
Petite Jumbo Shrimp Scampi - F&T,279,18,16,Seafood
Chicken Bella,405,8,18,Chicken
Fresh Steamed Broccoli,53,7,2,Sides
Fresh Guacamole Dip,293,28,19,Appetizers
Asian Chicken Lettuce Wraps,61,1,1,Appetizers
Petite Sliced Sirloin*,398,20,21,Entrees
Zucchini Cake Minis,824,112,36,Sandwiches
Tilapia Trio,1071,76,53,Seafood
Triple Prime Meatloaf,559,37,34,Entrees
Chicken Three Ways,1053,86,41,Chicken
Lobster Mac 'n Cheese & Garden Bar,521,32,29,Entrees
Avocado Turkey Burger,968,57,61,Burgers
Loaded Baked Potato,568,54,28,Sides
Sliced Tomatoes with balsamic vinaigrette,52,15,1,Sides
Dockside Grill Trio,806,73,35,Entrees
Kid Beef Minis,779,58,46,Kid's Meals
Fresh Grilled Green Beans,45,5,2,Kid's Meals
Crabacado Omelet,1099,17,47,Breakfast
Freshly Made Lemonade - Wild Berry,203,8,0,Drinks
RT Palmer,105,15,2,Drinks
Chocolate Chip Cookie (each),180,24,9,Desserts
Freshly Made Lemonade - Strawberry,206,16,0,Drinks
Strawberry Fizz,161,11,1,Drinks
Chicken Bella - F&T,500,17,23,Chicken
Sliced Tomatoes with balsamic vinaigrette - F&T,52,15,1,Sides
Petite Carolina Chicken Salad - F&T,443,24,15,Salads
Turkey Burger Wrap,591,47,28,Sandwiches
Chicken Tenders - Traditional,113,4,5,Chicken
Baja Chicken Quesadilla,376,14,24,Appetizers
Petite Creole Catch,284,18,14,Seafood
Ruby Minis,915,78,53,Sandwiches
Jumbo Skewered Shrimp,242,0,19,Seafood
Top Sirloin*,468,4,25,Entrees
Chicken Fresco,397,10,19,Chicken
Shellfish Trio,343,7,20,Seafood
Triple Prime Burger*,916,47,63,Burgers
Garlic Cheese Biscuit,110,12,5,Sides
Fresh Grilled Zucchini,41,4,2,Sides
Blackened Tilapia with mango salsa,265,5,10,Seafood
Kid Grilled Cheese,664,76,31,Kid's Meals
Sugar Snap Peas,113,8,6,Kid's Meals
Western Omelet,1381,18,65,Breakfast
Kids French Toast,315,37,13,Kid's Meals
Handcrafted Fruit Tea - Raspberry,142,10,2,Drinks
Blondie for One,541,77,23,Desserts
Freshly Made Lemonade - Pomegranate,195,12,0,Drinks
RT Palmer,105,15,2,Drinks
Chicken & Broccoli Pasta (with linguini),1674,80,96,Entrees
Petite Sirloin* - F&T,476,12,27,Entrees
Fresh Steamed Broccoli - F&T,53,7,2,Sides
Petite Parmesan Shrimp Pasta - F&T,678,54,36,Entrees
Plain Grilled Petite Sirloin*,289,3,12,Entrees
Brown-Rice Pilaf,202,35,5,Sides
Shrimp Fondue,306,24,19,Appetizers
Petite Grilled Chicken Salad,377,23,10,Salads
White Bean Chicken Chili,300,37,10,Soups
Salmon Florentine,434,7,27,Seafood
Petite Sirloin* & Lobster Tail,494,3,25,Entrees
Jumbo Shrimp Skewer add-on - 2 skewers,161,0,13,Entrees
Lobster Carbonara,1406,80,95,Entrees
Ruby's Classic Burger*,877,57,55,Burgers
Baked Potato - Plain,259,52,2,Sides
Brown-Rice Pilaf,202,35,5,Sides
Shrimp Fondue,1225,95,75,Appetizers
Kid Chicken Tenders,434,27,21,Kid's Meals
Kid Side of Apples,59,16,0,Kid's Meals
Cranapple Crepês,1137,194,34,Breakfast
French Toast,701,58,39,Breakfast
Handcrafted Fruit Tea - Mango,94,9,3,Drinks
Carrot Cake Cupcake,325,45,16,Desserts
White Chocolate Macadamia Nut Cookie (each),200,23,12,Desserts
Handcrafted Fruit Tea - Raspberry,142,10,2,Drinks
Boston Blue Triple Prime Burger*,1204,73,79,Burgers
Barbecue Grilled Chicken - F&T,390,25,9,Chicken
Roasted Spaghetti Squash - F&T,54,6,3,Sides
Petite Grilled Chicken Salad - F&T,377,23,10,Salads
Plain Grilled Top Sirloin*,375,4,15,Entrees
Asian Dumplings,115,12,5,Sides
Jumbo Lump Crab Cake,96,4,7,Appetizers
Petite Jumbo Shrimp Scampi,279,18,16,Seafood
Buffalo Chicken Minis,763,89,36,Chicken
Creole Catch,240,0,10,Seafood
Rib Eye*,912,7,71,Entrees
Large Fried Shrimp add-on,560,47,29,Entrees
Chicken & Mushroom Alfredo,1253,88,64,Entrees
Triple Prime Bacon Cheddar Burger*,1136,47,82,Burgers
Creamy Mashed Cauliflower,136,14,8,Sides
Fresh Grilled Green Beans,45,5,2,Sides
Shellfish Trio,343,7,20,Seafood
Kid Fried Shrimp,444,41,23,Kid's Meals
Fresh Steamed Broccoli,53,7,2,Kid's Meals
Spinach & Mushroom Omelet,1144,22,44,Breakfast
Kids Patty Cakes,621,62,34,Kid's Meals
Handcrafted Fruit Tea - Peach,137,9,2,Drinks
Berry Good Yogurt Parfait,162,28,3,Desserts
Freshly Made Lemonade - Mixed Berry,203,8,0,Drinks
POM Tea,94,13,2,Drinks
Smokehouse Triple Prime Burger*,1214,73,81,Burgers
Top Sirloin* - F&T,562,13,31,Entrees
Creamy Mashed Cauliflower - F&T,136,14,8,Sides
Petite Spaghetti Squash Marinara - F&T,177,17,9,Entrees
Plain Grilled Salmon,291,0,17,Seafood
Sauteed Baby Portabella Mushrooms,140,6,10,Sides
Four Way Sampler,288,18,14,Appetizers
Petite Carolina Chicken Salad,443,24,15,Salads
Chicken Vegetable Harvest Soup,200,22,8,Soups
Louisiana Fried Shrimp,560,47,29,Seafood
Petite Sirloin* & Jumbo Skewered Shrimp,462,3,28,Entrees
Small Fried Shrimp add-on,280,24,15,Entrees
Parmesan Chicken Pasta,1418,111,77,Entrees
Smokehouse Burger*,1175,82,73,Burgers
Baked Potato - with butter & sour cream,418,54,17,Sides
Fresh Grilled Asparagus (when in season),78,5,5,Sides
Asian Chicken Lettuce Wraps,244,4,4,Sandwiches
Kid Chop Steak,464,18,33,Kid's Meals
Kid Side of Grapes,27,7,0,Kid's Meals
Bella Chicken Crepê,1007,58,58,Breakfast
Kids Eggscellent Combo,541,33,35,Kid's Meals
Handcrafted Fruit Tea - Wild Berry,142,9,2,Drinks
Cupcakes - Four Pack (2 of each),1220,179,53,Desserts
Freshly Made Lemonade - Blackberry,203,9,0,Drinks
Peach Splash,152,9,0,Drinks
Jumbo Lump Crab Burger,736,62,43,Burgers
Parmesan Shrimp Pasta (with linguini),1001,75,54,Entrees
"6"" Meatball Marinara",480,59,18,Sandwiches
"6"" Tuscan Chicken Melt",380,52,8,Sandwiches
Chipotle Steak & Cheese Salad,300,15,18,Salads
Turkey Jalapeno Melt Salad,250,13,16,Salads
Chocolate Chunk Cookie,220,30,10,Desserts
Chicken Noodle (8 oz),100,12,1,Soups
Loaded Baked Potato (8 oz),220,23,11,Soups
"Egg White with Cheese and Avocado 3"" Flatbread",200,23,8,Breakfast Sandwiches
"6"" Sunrise Subway Melt ®  (with Egg White) Omelet Sandwich",430,48,13,Breakfast Sandwiches
"Bacon, Egg & Cheese with Avocado 3"" Flatbread",240,23,12,Breakfast Sandwiches
"6"" Italian B.M.T.®",410,46,16,Sandwiches
"6"" Turkey Jalapeno Melt",430,48,18,Sandwiches
"6"" Turkey Breast & Ham",280,46,4,Sandwiches
Turkey Breast Mini Sub,180,30,2,Sandwiches
Chipotle Chicken & Cheese Salad,300,15,18,Salads
Steak & Bacon Melt Salad,270,16,10,Salads
Chocolate Chip Cookie,220,30,10,Desserts
Beef Chili (8 oz),350,17,24,Soups
Green Chili and Tomato (8 oz),90,14,2,Soups
"Egg White with Cheese and Avocado 3"" Flatbread",200,23,8,Breakfast Sandwiches
"6"" Steak, Egg (White) & Cheese Omelet Sandwich",390,47,10,Breakfast Sandwiches
"6"" Western, Egg & Cheese Omelet Sandwich",390,46,13,Breakfast Sandwiches
"6"" Cold Cut Combo",360,46,12,Sandwiches
"6"" Subway Melt® (includes cheese)",370,47,11,Sandwiches
Big Philly Cheesesteak Salad,330,17,16,Salads
Sriracha Chicken Melt Salad,260,13,14,Salads
Apple Slices - 1 package,35,9,0,Desserts
Sugar Cookie,220,28,12,Desserts
Creamy Wild and Brown Rice (8 oz),180,16,10,Soups
"Breakfast B.M.T. ® Melt (with Egg White) 3"" Flatbread",230,22,10,Breakfast Sandwiches
"6"" Egg White & Cheese (with ham) Omelet Sandwich",350,45,9,Breakfast Sandwiches
"6"" Steak, Egg & Cheese Omelet Sandwich",430,47,15,Breakfast Sandwiches
"6"" Fritos® Chicken Enchilada Melt",580,60,26,Sandwiches
"6"" Tuna",480,44,25,Sandwiches
Roast Beef Mini Sub,200,30,3,Sandwiches
Chicken Cordon Bleu Melt Salad,270,25,8,Salads
Sriracha Steak Melt Salad,300,17,16,Salads
Birthday Berry Cookie,200,32,8,Desserts
White Macadamia Nut Cookie,220,29,11,Desserts
Golden Broccoli and Cheese (8 oz),150,15,7,Soups
"Egg (White) & Cheese 3"" Flatbread",170,21,5,Breakfast Sandwiches
"6"" Egg White with Cheese and Avocado Omelet Sandwich",380,47,13,Breakfast Sandwiches
"6"" Sunrise Subway Melt ® Omelet Sandwich",470,48,17,Breakfast Sandwiches
"6"" Chicken Cordon Bleu Melt",410,53,9,Sandwiches
"6"" Steak & Bacon Melt",500,51,16,Sandwiches
"6"" Oven Roasted Chicken",320,47,5,Sandwiches
B.L.T. with Avocado Salad,260,16,19,Salads
Fritos® Chicken Enchilada Melt Salad,510,26,36,Salads
Spicy Italian Flatizza™,490,43,25,Pizzas
Peanut Butter Cookie,220,26,12,Desserts
"Bacon, Egg (White) and Cheese 3"" Flatbread",190,21,7,Breakfast Sandwiches
"6"" Breakfast B.M.T.® Melt (with Egg White) Omelet Sandwich",450,46,17,Breakfast Sandwiches
"6"" Breakfast B.M.T.® Melt Omelet Sandwich",490,46,22,Breakfast Sandwiches
"Steak, Egg and Cheese 3"" Flatbread",210,22,8,Breakfast Sandwiches
"6"" B.L.T.",320,43,9,Sandwiches
"6"" Spicy Italian",480,46,24,Sandwiches
Tuscan Chicken Salad,230,23,7,Salads
Turkey Breast Salad,110,12,2,Salads
Double Chocolate Cookie,210,30,9,Desserts
Chili Con Carne (10 oz),350,17,24,Soups
Minestrone (8 oz),90,17,1,Soups
"Steak, Egg (White) and Cheese 3"" Flatbread",190,22,6,Breakfast Sandwiches
"6"" Western, Egg (White) & Cheese Omelet Sandwich",350,46,9,Breakfast Sandwiches
"Bacon, Egg and Cheese 3"" Flatbread",210,21,9,Breakfast Sandwiches
"6"" Chicken & Bacon Ranch Melt (includes cheese)",570,47,28,Sandwiches
"6"" Sriracha Steak Melt",430,49,14,Sandwiches
Applewood Pulled Pork Salad,250,23,8,Salads
Pepperoni Flatizza™,500,43,26,Pizzas
Oatmeal Raisin Cookie,200,30,8,Desserts
"Bacon, Egg (white) & Cheese with Avocado 3"" Flatbread",220,23,9,Breakfast Sandwiches
"6"" Bacon, Egg (White) and Cheese Omelet Sandwich",370,45,11,Breakfast Sandwiches
"6"" Black Forest Ham, Egg & Cheese Omelet Sandwich",390,45,13,Breakfast Sandwiches
"Egg & Cheese 3"" Flatbread",190,21,7,Breakfast Sandwiches
"6"" Chipotle Steak & Cheese with Avocado",550,53,26,Sandwiches
"6"" Steak and Cheese",380,48,10,Sandwiches
"6"" Roast Beef",320,45,5,Sandwiches
Big Hot Pastrami Melt Salad,400,12,29,Salads
Spicy Tuna Salad,380,13,31,Salads
Sweet Onion Chicken Teriyaki Salad,230,32,3,Salads
Veggie Flatizza™,410,44,17,Pizzas
Raspberry Cheesecake Cookie,200,29,9,Desserts
"Black Forest Ham, Egg White & Cheese 3"" Flatbread",180,22,5,Breakfast Sandwiches
"6"" Egg (White) & Cheese Omelet Sandwich",320,44,8,Breakfast Sandwiches
"6"" Egg & Cheese Omelet Sandwich",360,44,12,Breakfast Sandwiches
"Sunrise Subway Melt® 3"" Flatbread",240,23,10,Breakfast Sandwiches
"6"" Big Hot Pastrami",580,47,31,Sandwiches
"6"" Spicy Tuna",520,46,28,Sandwiches
Black Forest Ham Salad,110,12,3,Salads
Veggie Delite® Salad,60,10,1,Salads
Gingerbread Cookie,200,32,7,Desserts
Clam Chowder (8 oz),200,20,11,Soups
Poblano Corn Chowder (8 oz),150,18,7,Soups
"Sunrise Subway Melt® (with Egg White) 3"" Flatbread",220,23,8,Breakfast Sandwiches
"6"" Bacon, Egg & Cheese Omelet Sandwich",410,45,16,Breakfast Sandwiches
"Black Forest Ham, Egg & Cheese 3"" Flatbread",200,22,8,Breakfast Sandwiches
"6"" Big Philly Cheesesteak",500,51,17,Sandwiches
"6"" Sriracha Chicken Melt",400,46,11,Sandwiches
Chicken Teriyaki with Spinach,220,23,3,Salads
Cheese Flatizza™,390,42,16,Pizzas
M & M™ Cookie,210,32,10,Desserts
Vegetable Beef (8 oz),90,15,2,Soups
"6"" Bacon, Egg (white) & Cheese with Avocado Omelet Sandwich",430,48,17,Breakfast Sandwiches
"6"" Bacon, Egg & Cheese with Avocado Omelet Sandwich",470,48,21,Breakfast Sandwiches
"Breakfast B.M.T. ® Melt (with regular egg) 3"" Flatbread",250,22,12,Breakfast Sandwiches
Classic Limeade Sparkler 16 oz,150,39,0,Drinks
Beefy 5-Layer Burrito,550,68,22,Burritos
Chalupa Supreme - Chicken,370,29,21,Mexican Food
Fresco Crunchy Taco,150,13,8,Tacos
Nachos Supreme,440,42,25,Mexican Food
Cheese Quesadilla,480,40,27,Mexican Food
Mexican Pizza,540,47,31,Mexican Food
Crunchy Taco Supreme®,200,15,12,Tacos
Grilled Steak Soft Taco,250,19,14,Tacos
Cheesy Nachos,280,29,17,Sides
Cherry Limeade Sparkler 20 oz,270,66,0,Drinks
Bean Burrito,370,56,11,Burritos
XXL Grilled Stuft Burrito - Steak,820,92,36,Burritos
Nachos BellGrande®,780,79,43,Mexican Food
Pintos n Cheese,180,20,7,Sides
MexiMelt®,270,21,14,Mexican Food
Crunchy Taco,170,12,10,Tacos
Fresco Crunchy Taco,150,13,8,Tacos
Cheese Roll-Up,190,18,9,Sides
Strawberry Frutista Freeze®,280,70,0,Drinks
Chili Cheese Burrito,380,41,17,Burritos
Fresco Burrito Supreme® – Chicken,350,50,8,Burritos
Gordita Supreme® - Chicken,270,29,10,Mexican Food
Cinnamon Twists,170,26,7,Sides
Crunchwrap Supreme®,540,71,21,Mexican Food
Fiesta Taco Salad-Beef,780,74,42,Salads
Double Decker® Taco,320,37,14,Tacos
Volcano Nachos,990,89,61,Mexican Food
Soft Taco-Beef,200,19,9,Tacos
Strawberry Frutista Freeze® 16 oz,230,57,0,Drinks
Fresco Bean Burrito,350,57,9,Burritos
Fresco Burrito Supreme® – Steak,340,50,9,Burritos
Gordita Supreme® - Steak,270,29,11,Mexican Food
Enchirito® - Chicken,340,32,14,Mexican Food
Fiesta Taco Salad-Chicken,730,70,35,Salads
Volcano Taco,230,14,16,Tacos
Classic Limeade Sparkler 20 oz,230,60,0,Drinks
Burrito Supreme® - Beef,420,53,16,Burritos
Chalupa Supreme - Steak,360,29,21,Mexican Food
Fresco Grilled Steak Soft Taco,150,19,4,Tacos
Volcano Nachos,990,89,61,Mexican Food
Cheese Roll-Up,190,18,9,Mexican Food
Steak Quesadilla,520,41,28,Mexican Food
DOUBLE DECKER® Taco Supreme®,350,40,16,Tacos
Soft Taco Supreme® – Beef,230,22,11,Tacos
Cinnamon Twists,170,26,7,Sides
Mango Strawberry Frutista Freeze® 16 oz,250,62,0,Drinks
Burrito Supreme® - Steak,390,52,13,Burritos
Fresco Bean Burrito,350,57,9,Burritos
Cheesy Gordita Crunch,490,39,29,Mexican Food
Cheesy Fiesta Potatoes,290,32,17,Sides
Chili Cheese Burrito,380,41,17,Burritos
Express Taco Salad w/ Chips,580,59,29,Salads
Doritos® Locos Tacos Supreme,200,15,11,Tacos
Volcano Burrito,780,80,41,Burritos
Crunchy Taco,170,12,10,Tacos
Mango Strawberry Frutista Freeze®,300,75,0,Drinks
Burrito Supreme® - Chicken,400,52,12,Burritos
Chalupa Supreme–Beef,390,31,24,Mexican Food
Fresco Soft Taco,180,20,7,Tacos
Caramel Apple Empanada,310,39,15,Sides
Chicken Quesadilla,530,41,28,Mexican Food
Tostada,250,30,10,Mexican Food
Doritos® Locos Tacos,170,13,9,Tacos
Soft Taco-Beef,200,19,9,Tacos
Crispy Potato Soft Taco,270,31,13,Tacos
Berry Pomegranate Frutista Freeze®,310,75,0,Drinks
1/2 lb.* Cheesy Potato Burrito,540,59,26,Burritos
Grilled Chicken Burrito,430,48,18,Burritos
Gordita Supreme® – Beef,300,31,14,Mexican Food
Enchirito® - Steak,330,32,14,Mexican Food
Fiesta Taco Salad-Steak,720,70,36,Salads
Bean Burrito,370,56,11,Burritos
Berry Pomegranate Frutista Freeze® 16 oz,250,62,0,Drinks
1/2 lb.* Combo Burrito,460,53,18,Burritos
XXL Grilled Stuft Burrito - Beef,880,95,42,Burritos
Cheesy Nachos,280,29,17,Mexican Food
Enchirito® – Beef,360,34,17,Mexican Food
Chicken Soft Taco,180,18,6,Tacos
Beefy 5-Layer Burrito,550,68,22,Burritos
Cherry Limeade Sparkler 20 oz,180,44,0,Drinks
7-Layer Burrito,510,69,19,Burritos
XXL Grilled Stuft Burrito - Chicken,840,92,35,Burritos
Nachos,330,31,20,Mexican Food
Express Taco Salad w/ Chips,580,59,29,Salads
Crispy Potato Soft Taco,270,31,13,Tacos
Caramel Apple Empanada,310,39,15,Desserts
Chicken Potato Burrito,327,33,18,Burritos
Beef Nacho Salad,759,58,48,Salads
Flame-Grilled Steak Fajita Taco,230,20,11,Tacos
Tostada,401,32,24,Mexican Food
BC Soft Chicken Taco With Pico De Gallo (no cheese),180,19,6,Tacos
Strawberry Smoothie,130,34,0,Kid's Meals
Potato Egg Burrito,460,47,22,Breakfast Tacos
Beef Burrito,510,41,29,Burritos
Muchaco Without Cheddar Cheese,457,49,22,Mexican Food
Chicken Crispy Taco,170,12,9,Tacos
Cheese Nachos,572,47,35,Mexican Food
Kids Cheese Quesadilla,219,23,11,Mexican Food
Party Taco®,143,5,10,Kid's Meals
Small Refried Beans (Available only with Platters),317,30,17,Sides
Sausage Egg Taco,250,19,15,Breakfast Tacos
Bean Burrito,604,67,29,Burritos
Muchaco Without Refried Beans,392,38,20,Mexican Food
Beef Crispy Taco,210,12,12,Tacos
Chicken Bueno Chilada®,477,43,26,Entrees
Mini Cheese Quesadilla,274,23,15,Mexican Food
BC Chicken Tortilla Soup- Cup Without Tortilla Strips and cheese,60,7,2,Soups
Small Mexican Rice (Available only with Platters),235,41,6,Sides
Potato Egg Taco,230,24,10,Breakfast Tacos
Black Bean Burrito,490,70,15,Burritos
Chicken Tortilla Soup - Bowl,237,19,11,Soups
Chicken Taco Rollup™,180,18,7,Tacos
Beef Quesadilla,823,49,51,Mexican Food
BC Vegetarian Black Bean Burrito Without Sour Cream and cheese,440,71,10,Burritos
Black Beans - Platter Portion,90,18,0,Sides
Queso,279,10,21,Sides
Meat Lovers Burrito,560,37,32,Breakfast Tacos
Beef Muchaco®,496,49,25,Mexican Food
Chicken Tortilla Soup - Cup,117,11,6,Soups
Beef Bueno Chilada®,523,42,32,Entrees
Chicken Quesadilla,761,50,44,Mexican Food
BC Chicken Tortilla Soup- Bowl Without Tortilla Strips and cheese,148,11,6,Soups
Refried Beans,634,60,34,Sides
Bacon Egg Taco,240,18,13,Breakfast Tacos
Party Burrito®,374,43,18,Burritos
Chicken Nacho Salad,713,59,43,Salads
Beef Taco Rollup™,190,18,9,Tacos
Cheese Quesadilla,709,48,42,Mexican Food
BC Steak Fajita Taco With Pico De Gallo (no cheese),210,21,9,Tacos
Black Beans - Side Portion,180,36,0,Sides
Mexican Rice,469,83,12,Sides
Sausage Egg Burrito,440,37,23,Breakfast Tacos
Beef Potato Burrito,358,32,21,Burritos
Chicken Taco Salad,838,53,57,Salads
Flame-Grilled Chicken Fajita Taco,210,19,8,Tacos
Chicken Mucho Nachos®,1505,128,90,Mexican Food
BC Soft Beef Taco With Pico De Gallo (no cheese),200,19,9,Tacos
Chicken Taco Rollup™,180,18,7,Kid's Meals
Bacon Egg Burrito,490,36,26,Breakfast Tacos
Beef Big Ol' Burrito (B.O.B.™),772,57,46,Burritos
Chicken Muchaco®,387,40,18,Mexican Food
Beef Soft Taco,245,18,14,Tacos
Cheesecake Chimichanga,210,24,11,Desserts
BC Chicken Fajita Taco With Pico De Gallo (no cheese),190,20,6,Tacos
Kids Cheese Quesadilla,219,23,11,Kid's Meals
Strawberry,195,51,0,Shakes
Meat Lovers Taco,310,19,20,Breakfast Tacos
Chicken Big Ol' Burrito (B.O.B.™),607,53,30,Burritos
Muchaco Without Cheddar Cheese,348,39,14,Mexican Food
Chicken Soft Taco,184,19,8,Tacos
MexiDips & Chips®,1086,105,62,Sides
BC Crispy Beef Taco With Pico De Gallo (no cheese),170,12,9,Tacos
Party Burrito®,374,43,18,Kid's Meals
Strawberry,325,85,0,Shakes
Potato Stix,280,18,22,Breakfast Tacos
Combination Burrito,564,54,29,Burritos
Beef Taco Salad,1043,58,75,Salads
Party Taco®,143,5,10,Tacos
Beef Mucho Nachos®,1567,127,97,Mexican Food
BC Crispy Chicken Taco With Pico De Gallo (no cheese),150,12,6,Tacos
Beef Taco Rollup™,190,18,9,Kid's Meals
Bacon Egg Quesadilla,910,51,59,Breakfast
Son of Baconator®,670,41,37,Burgers
6-piece Chicken Nuggets,270,14,18,Chicken
Small French Fries,310,40,15,French Fries
Spicy Chicken Caesar Salad,780,40,51,Salads
Small Original Chocolate Frosty™,290,48,7,Shakes
Large Vanilla Frosty™,560,93,14,Shakes
Vanilla Frosty Waffle Cone,290,53,6,Shakes
Double Stack™,460,27,25,Burgers
Jr. Cheeseburger,290,26,13,Burgers
Apple Slices,40,9,0,Desserts
Asian Cashew Chicken Salad,380,33,13,Salads
Jr. Cheeseburger Deluxe,350,28,19,Burgers
10-piece Chicken Nuggets,450,24,30,Chicken
Large French Fries,500,65,24,French Fries
Garden Side Salad,200,19,13,Salads
Bacon Cheese Potato,540,66,21,Sides
Jr. Hamburger,260,25,10,Burgers
10-piece Spicy Chicken Nuggets,430,23,28,Chicken
Chili Cheese Fries,530,55,28,French Fries
Caesar Side Salad,250,18,17,Salads
Crispy Chicken Caesar Wrap,410,31,24,Wraps
JBC (Jr. Bacon Cheeseburger),390,26,22,Burgers
6-piece Spicy Chicken Nuggets,260,14,17,Chicken
Medium French Fries,410,52,20,French Fries
Spicy Chicken Caesar Salad Half-Size,440,28,27,Salads
Broccoli Cheese Potato,440,67,14,Sides
Small Strawberry Frosty™ Shake,540,97,12,Shakes
Chocolate Frosty Waffle Cone,300,54,6,Shakes
Baconator®,940,41,56,Burgers
4-piece Spicy Chicken Nuggets,170,9,11,Chicken
Value French Fries,220,28,11,French Fries
Apple Pecan Chicken Salad Half-Size,340,28,18,Salads
Premium Cod Fillet Sandwich,480,51,23,Sandwiches
Medium Vanilla Frosty™,390,65,10,Shakes
Large Caramel Frosty™ Shake,990,195,18,Shakes
Dave's Hot 'N Juicy™ 1/4 lb.* Single,580,42,31,Burgers
Kids' Cheeseburger,290,26,13,Burgers
Large Chili,270,31,8,Entrees
BBQ Ranch Chicken Salad,580,43,29,Salads
Homestyle Chicken Fillet,510,54,20,Sandwiches
Jr. Original Chocolate Frosty™,200,32,5,Shakes
Medium Original Chocolate Frosty™,410,67,10,Shakes
Dave's Hot 'N Juicy™ 1/2 lb.* Double,820,42,47,Burgers
Kids' Hamburger,250,25,10,Burgers
Value French Fries,220,28,11,French Fries
"BBQ Ranch Chicken Salad, Half Size",310,25,14,Salads
Ultimate Chicken Grill,370,43,7,Sandwiches
Large Original Chocolate Frosty™,590,97,15,Shakes
Large Chocolate Frosty™ Shake,870,164,17,Shakes
Dave's Hot 'N Juicy™ 3/4 lb.* Triple,1090,43,66,Burgers
4-piece Chicken Nuggets,180,10,12,Chicken
Kids' French Fries,220,28,11,French Fries
Apple Pecan Chicken Salad,570,49,27,Salads
Crispy Chicken Sandwich,350,34,19,Sandwiches
Small Vanilla Frosty™,280,46,7,Shakes
Small Caramel Frosty™ Shake,650,121,14,Shakes
Small Chili,180,20,5,Entrees
"Asian Cashew Chicken Salad, Half-Size",240,20,10,Salads
Spicy Chicken Sandwich,510,55,20,Sandwiches
Jr. Original Chocolate Frosty™,200,32,5,Shakes
Grilled Chicken Go Wrap,260,25,10,Wraps
Asiago Ranch Chicken Club,670,57,32,Sandwiches
Spicy Chicken Go Wrap,330,30,16,Wraps
